K	houki-nta-mcp	35	https://github.com/shuji-bonji/houki-nta-mcp/issues/35
L	houki-nta-mcp	36	https://github.com/shuji-bonji/houki-nta-mcp/issues/36
M	houki-hub	25	https://github.com/shuji-bonji/houki-hub/issues/25
